813.6,806.27,778.32,788.54,782.2,732.98,772.78,698.86,756.28,616.17,681.97,478.68,769.85,771.82,863.3,864.16,274.65,292.98,766.88,785.07,526.45,543.92,196.51,211.42,137.83,148.04,261.56,178.35,315.91,260.45,313.7,259.04,751.77,736.86,821.44,819.14,696.76,674.27,617.23,612.9,445.16,432.63,476.83,455.93,804.78,804.5,929.12,924.06,693.22,674.26,1028.4,916.32,925.56,873.9,707.8,651.89,544.41,516.76,850.9,904.69,1011.5,967.07,941.34,953.3,803.37,874.97,912.58,906.05,973.5,900.93,921.52,949.14,809.02,780.57,592.38,622.15,452.7,474.22,742.27,758.7,719.88,765.01,528.96,507.2,682.61,714.03,466.72,467.87,396.5,368.62,447.9,501,442.32,460.15,634.64,621.87,649.28,639.72,630.84,636.6,420.67,433.24,455.08,499.31,515.75,534.1,491.37,495.67,648.31,699.83,704.22,673.72,644.22,599,589.18,571.74,772.21,764.32,887.44,836.93,670.11,699.54,667.48,701.76,684.75,665.87,657.22,646.71,594,544,727.21,716.2,698.76,706.89,614.65,598.38,607.94,592.64,732.88,691.39,787.62,733.47,755.34,722.56,838.78,811.07,618.57,631.62,774.02,794.91,811.78,800.06,233.16,227.08,510.9,519.78,511.88,500,457.89,427.22,533.42,538.21,579.8,574.8,644.33,589
805.3,797.15,769.8,779.84,774.39,724,767.04,691.95,749.87,609.18,674.51,472.69,764.56,763.02,851.14,853.32,271.22,288.12,756.58,776.15,518.31,537.88,193.34,205.78,134.01,146.92,257.53,176.58,309.41,259.68,304.34,257.71,745.51,730.22,814.81,810.44,689.7,667.14,607.63,605.41,439.51,430.01,471.93,452.94,795.38,797.74,918.15,913.11,686.41,666.34,1014.3,907.03,916.16,866.38,701.91,644.83,538.68,511.76,841.97,895.15,997.94,957.04,928.72,948.18,794.34,869.48,902.14,898.64,958.02,888.32,910.31,935.56,797.73,769.96,589.05,618.15,450.04,471.11,730.17,748.66,710.26,756.67,518.66,502.48,675.63,705.6,460.7,463.64,392.75,362.92,442.61,495.33,436.88,453.91,631.58,620.31,642.86,637.42,624.72,631.91,417.68,429.9,454.01,496.61,514.95,530.7,487.72,493.02,643.69,689.76,695.01,663.17,631.95,595.72,588.18,567.88,756.42,751.04,867.88,817.29,662.67,688.73,662.6,694.15,681.66,659.72,650.31,636.94,582,531,716.41,708.39,692.83,703.56,612.7,592.75,600.11,588.14,722.53,683.27,770.43,716.34,747.31,711.26,827.33,797.59,616.57,630.27,767.45,788.82,803.74,793.24,227.64,221.06,505.8,515.11,509.28,496,453.43,428.68,530.89,536.02,577.2,569.4,643,586
800.33,791.28,767.33,776.73,771.97,720.59,763.13,687.71,747.09,606.1,671.3,470.94,759.09,757.48,845.16,847.08,271.2,288.46,753.15,773.47,513.65,535.67,191.41,205.35,131.12,144.57,254.07,177.93,305.6,257.03,300.09,256.15,742.3,726.24,810.13,806.33,687.52,665.29,606.47,604.83,438.61,428.28,472.1,452.2,790.73,793.1,913.32,908.42,683.14,664.29,1010,904.21,912.8,863.27,700.91,643.73,537.25,509.73,836.16,888.75,990.65,949.4,923.84,940.59,791.17,863.14,899.04,893.23,952.29,881.84,901.93,926.16,795.33,766.34,588.75,616.81,450.11,470.61,726.52,743.28,705.02,752.55,516.59,500.04,673.02,704.02,460.46,461.54,393.06,362.45,441.98,494.39,435.32,454.33,626.28,615.89,640.15,634.13,622.74,627.89,415.9,429.7,451.83,495.93,512.98,529.89,485.3,491.58,634.67,685.62,691.52,661.06,632.63,592.44,587.07,566.43,755.26,755.04,861.88,811.21,661.02,687.21,657.85,690.8,677.21,655.38,647.16,632.73,581.5,526,711.87,701.89,686.67,694.22,609.49,587.25,596.89,584.71,720.62,677.73,769.41,712.02,742.8,703.53,822.67,794.59,615.44,626.96,764.65,785.42,800.55,790.44,232.45,221.81,508.2,516.56,506.91,496.7,451.57,426.38,531.25,534.91,571.4,561.8,641.56,577.33
798.64,788.69,766.78,775.57,770.69,718.23,761.76,686.41,744.91,603.84,671.03,467.58,759.43,755.91,843.12,845.11,270.32,287.32,751.94,771.85,513.77,534.16,191.92,202.63,130.72,147.16,255.95,174.04,306.02,258.68,296.38,255.53,742.15,724.68,807.68,804.98,685.77,664.61,605.91,603.86,438.64,429.35,471.9,452.24,787.79,790.96,912.33,907.02,681.01,662.42,1008.6,903.46,911.28,861.12,699.23,639.61,536.09,509.27,833.67,885.89,989.36,945.61,922,937.78,789.21,860.61,897.14,892.77,949.29,878.88,898.72,923.79,791.43,762.94,588.19,616.02,450.98,470.51,723.86,739.93,702.65,750.32,516.38,498.92,671.39,701.67,462.08,461.72,391.99,360.13,438.86,490.61,433.5,451.93,626.27,615.95,638.26,633.93,621.31,626.49,415.24,428.48,452.2,495.4,512.85,528.95,485.77,490.4,638.96,683.57,686.63,658.8,629.88,593.31,586.44,564.37,750.74,755.52,860,804.46,658.04,687.77,656.88,688.64,676.67,653.79,645.55,633.55,575,529,710.37,702,685.76,694.31,610.47,588.23,594.39,580.5,717.68,680.06,765.79,708.63,740.26,700.5,820.81,790.11,616.58,627.73,764.04,786.24,799.88,790.56,231.24,220.62,508.7,518.11,507.66,496.7,453.98,430.02,530.91,533.91,577.2,573,643.78,589.67
798.64,789.66,765.76,774.76,770.2,717.54,762.13,686.03,743.64,603.64,668.6,466.33,758.01,754.05,841.9,845.87,270.28,287.19,750.54,771.02,515.68,535.2,190.36,200.62,128.54,145.17,254.98,176.78,302.45,256.37,293.93,254.3,740.36,723,809.68,806,687.76,665.36,605.82,603.97,436.72,429.18,469.2,453.21,786.35,790.04,910.92,904.5,681.02,661.95,1007.4,901.36,910.74,859.61,697.91,636.75,536.09,509.71,835.2,887.34,990.27,945.37,921.8,938.58,788.57,860.86,897.13,892.85,950.07,878.97,902.03,927.02,789.63,761.1,586.24,613.16,451.13,468.83,722.33,738.03,701.75,748.14,515.77,498.5,670.48,699.98,461.46,461.17,390.9,359.69,438.69,491.11,433.71,450.71,626.08,615.52,639.37,633.49,622.55,627.43,415.68,426.71,452.35,495.79,511.58,528.55,484.48,490.84,633.62,685.89,691.16,661.23,632.53,595,584.63,562.1,749.32,745.4,862.04,807.93,656.83,683.79,656.77,686.79,678.78,655.13,646.84,632.29,575,525,710.12,699.76,686.14,693.28,611.12,588.1,597.06,582.79,721.38,676.76,768.68,710.03,744.51,703.09,824.63,793.44,618.32,627.69,763.41,784.28,798.01,788.36,228.36,217.66,503.8,511.22,506.16,493.24,453.02,427.45,531.98,534.55,567.6,561,642.33,567.67
797.48,787.08,765.56,773.96,769.68,716.53,761.13,683.78,743.58,602.66,668.01,466.09,757.12,751.91,840.77,844.43,271.36,287.32,749.73,769.82,513.22,529.89,191.79,200.65,128.41,146.9,252.79,174,301.01,254.75,290.69,254.38,740.16,722.71,807.21,804.11,687.7,666.65,606.64,605.28,437.37,428.6,473.39,453.35,785.98,788.22,912.59,904.81,680.86,661.45,1008.6,901.78,912.49,860.54,701.25,638.26,536.32,508.85,833.04,884.89,989.22,943.91,921,935.35,788.66,859,896.71,891.94,949.5,878.4,898.43,924.05,790.44,760.99,586.36,613.61,451.01,468.96,724.38,738.69,702.24,747.92,513.61,497.82,670.66,700.94,460.41,460.74,392.05,360.18,436.29,489.13,433.38,451.38,625.57,614.68,638.06,633.31,621.22,626.07,414.66,426.57,451.18,494.7,512.61,529.49,484.29,489.08,632.52,682.34,686.76,659.22,630.44,589.16,583.92,566.39,750.63,747.8,860.04,804.32,657.61,681.55,655.38,685.22,674.95,653.14,645.14,631.06,576.5,525,708.68,698.96,684.43,688.5,608.42,584.83,593.22,578.79,718.29,674.88,767.18,707.8,738.66,699.88,819.7,792,615.06,625.89,762.43,782.68,800.36,789.81,233.8,219.28,506.2,516.11,504.38,494.88,449.92,425.38,529.47,534.71,568.2,561,638.56,575.67
797.77,786.93,765.09,774.34,769.14,715.61,761.3,683.73,744.27,602.61,669.71,465.75,759.12,752.12,839.99,843.82,269.89,285.27,749.89,770.21,515.52,532.56,191.4,199.24,127.53,146.14,253.23,174.61,301.98,257.5,287.84,256.24,741.1,723.07,807.52,803.48,686.26,664.76,606.67,603.84,437.87,428.63,472.86,453.67,783.4,786.33,911.29,902.81,679.47,659.79,1006.7,900.21,910.3,858.19,697.87,634.87,533.75,507.26,832.84,884.3,987.47,941.49,920.84,935.17,788.45,858.49,895.8,892.34,948.46,877.37,898.55,922.79,790.81,761.09,587.35,613.45,451.7,468.75,721.87,736.71,700.64,747.59,515.71,498.09,669.41,699.34,461.77,461.43,390.3,358.8,433.47,485.86,431.65,449.12,626.44,614.98,637.8,632.23,619.03,623.47,414.75,425.54,451.69,493.3,512.42,528.56,483.66,486.92,637.48,684.15,686.49,656.81,629.02,591.08,584.57,563.26,752.16,746.76,860.56,803.29,657.9,682.87,655.01,686.13,675.25,652.83,643.78,631.25,573.5,528,709.16,701.13,683.71,692.56,610.44,585.75,594.33,580.43,718.62,675.85,766.63,707.01,739.54,700.47,820.41,791.93,615.99,625.78,763.8,782.83,798.93,788.28,233.23,220.1,505.6,514.56,507.16,494.64,453.75,429.2,528.93,535.47,579,571.2,641.89,587.17
798.45,788.47,764.7,773.49,769.79,715.29,761.15,683.43,745.28,602.92,670.08,466.03,758.5,751.71,840.96,845.46,269.93,284.03,749.56,769.38,516.53,531.28,192.84,197.9,127.85,146.47,255.04,175.72,301.06,257.83,288.32,256.16,741.01,722.18,808.39,804.3,685.36,663.86,606.01,602.31,436.28,428.44,469.88,451.91,781.16,784.39,908.48,899.98,677.84,658.97,1003.1,897.6,908.64,855.85,696.65,632.61,533.31,505.95,834.16,885.73,987.57,940.36,921.29,936.45,789.23,857.97,896.59,891.18,948.21,876.39,902.63,926.65,791.22,760.79,586.82,612.79,452.72,468.94,722.75,736.48,700.66,747.44,515.66,497.71,669.21,698.39,462.13,461.4,389.5,357.37,432.53,484.68,430.47,448.04,626.65,613.95,636.86,631.57,618.43,623.15,413.57,425.61,451.62,493.62,511.2,527.05,480.56,485.99,636.23,683.02,686.77,656.06,626.04,591.65,584.49,563.79,748.74,748.08,859.2,801.89,657.39,685.36,654.08,683.83,675.48,653.63,643.9,630.25,573,526,706.56,697.85,682.69,689.53,609.7,584.31,594.17,578.21,718,672.97,763.94,705.24,739.57,700.21,819.22,793.11,616.95,625.27,763.95,782.98,799.39,788.97,234.12,216.17,504.1,512.22,506,493.79,453.34,428.82,528.93,532.38,574.6,569.2,636.17,578
797.77,786.63,765.03,772.96,769.26,714.96,761.5,683.34,743.75,602.89,669.49,467.04,758.08,751.25,839.16,843.06,271.84,285.98,749.66,769.49,516.53,529.24,193.84,199.5,127.64,146.45,255.71,176.46,301.68,254.6,288.22,255.57,740.89,722.17,805.43,801.91,686.44,664.05,607.15,603.75,437.87,428.08,473.38,453.48,779.2,782.99,909.4,900.27,676.63,658.45,1004.2,898.81,910.02,857.08,698.64,633.89,534.46,506.63,832.42,882.92,987.3,940.81,920.38,933.98,788.6,855.6,896.06,890.97,947.73,875.33,898.06,922.2,792.52,761.72,587.82,612.9,452.05,469.23,724.51,738.81,701.42,748.03,516.87,497.6,670.26,700.51,462.53,460.6,391.62,359.34,431.82,484.68,431.73,449.86,626.1,614.4,636.43,631.37,617.52,622.48,413.31,426.55,450.47,492.55,511.67,528.87,480.32,484.82,639,683.9,685.74,654.89,627.6,588.47,582.29,565.38,753.11,743.08,861,802.21,658.46,684.13,655.9,684.24,675.8,651.19,645.02,629.57,576.5,524,708.28,698.5,684.36,687.42,607.4,582.98,592.22,576.36,717.21,670.67,765.68,703.16,739.66,696.5,820.74,790.85,616.9,626.33,763.47,783.57,800.52,789.48,239.87,220.79,505.6,514,506.34,493.79,451.55,424.58,528.65,532.79,576.6,570.4,641.06,586.33
798.85,787.45,766.01,773.32,769.85,714.62,763.14,683.99,745.45,603.19,669.81,466.57,760.33,753.14,840.41,844.69,271.76,286.43,751.14,770.21,520.36,531.3,192.86,197.62,127.67,146.49,254.41,176.17,301.92,257.22,286.23,256.53,743.31,724.17,807.04,803.73,686.01,663.65,606.15,602.81,437.83,427.91,472.42,455.58,779.05,783.18,910.03,900.62,676.55,657.38,1003.6,898.74,909.76,856.28,697.03,631.88,533.73,505.81,834.46,884.08,987.33,938.91,921.35,934.08,789.79,856.91,899.19,890.5,949.26,875.78,900.36,924.08,792.54,761.46,589.77,612.51,452.75,468.84,726.54,740.33,702.92,749.34,517.13,499.39,670.43,699.96,463.16,462.08,390.75,357.8,429.11,483.07,429.33,448.04,626.35,613.44,636.16,631.61,617.85,622.18,413.69,425.54,450.52,492.89,511.2,526.88,481.7,485.12,635.65,681.5,685.06,654.89,626.78,590.77,585.71,564.89,749.95,744.68,859.56,800.18,657.6,683.82,654.53,683.94,677.09,652.41,645.63,631.33,575.5,529,708.53,700.54,683.26,689.36,608.58,583.79,593.06,576.29,716.79,670.36,763.5,701.25,740.14,695.71,823.22,789.96,618.32,626.2,765.93,784.18,800.32,789.83,239.64,220.59,503.7,513.89,507.09,495.3,451.85,428.13,530.51,532.64,571,568,639.56,579.33
